Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Sudan,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2010,32.2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010,,,End of fieldwork,,2010,Under 5 years old
Sudan,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2010,32.9,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010,,,End of fieldwork,,2010,Under 5 years old
Sudan,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2010,52.8,Units,%,Reported,Free,,,,,,Sudan Household Health Survey revised 2010,,,End of fieldwork,,2010,Under 5 years old
Sudan,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2010,62,Units,%,Reported,Free,,,,,,Sudan Household Health Survey revised 2010,,,End of fieldwork,,2010,Under 5 years old
Sudan,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2010,57.4,Units,%,Reported,Free,,,,,,Sudan Household Health Survey revised 2010,,,End of fieldwork,,2010,Under 5 years old
Suriname,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2000,3,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 1999-2000,,,End of fieldwork,,2000-2010,Under 5 years old
Suriname,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2010,43.5,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010,,,End of fieldwork,,2000-2010,Under 5 years old
Suriname,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2000,2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 1999-2000,,,End of fieldwork,,2000-2010,Under 5 years old
Suriname,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2010,43.2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010,,,End of fieldwork,,2000-2010,Under 5 years old
Suriname,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2000,3,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 1999-2000,,,End of fieldwork,,2000-2010,Under 5 years old
Suriname,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2010,43.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010,,,End of fieldwork,,2000-2010,Under 5 years old
Suriname,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2010,60.5,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010,,,End of fieldwork,,2010,Total
Suriname,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2018,63.9,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2018,,,End of fieldwork,,2018,Under 5 years old
Suriname,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2018,54.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2018,,,End of fieldwork,,2018,Under 5 years old
Suriname,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2018,52.2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2018,,,End of fieldwork,,2018,Under 5 years old
Suriname,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2010,14.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010,,,End of fieldwork,,2010,Under 5 years old
Suriname,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2010,15.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010,,,End of fieldwork,,2010,Under 5 years old
Suriname,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2010,14.9,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010,,,End of fieldwork,,2010,Under 5 years old
Tajikistan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2005,1,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2005,,,End of fieldwork,,2005,Under 5 years old
Tajikistan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2005,2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2005,,,End of fieldwork,,2005,Under 5 years old
Tajikistan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2005,1,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2005,,,End of fieldwork,,2005,Under 5 years old
Tajikistan,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2005,2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2005,,,End of fieldwork,,2005,Total
Tajikistan,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2005,0.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2005,,,End of fieldwork,,2005,Under 5 years old
Tajikistan,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2005,0.2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2005,,,End of fieldwork,,2005,Under 5 years old
Tajikistan,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2012,56.5,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012-2017,Under 5 years old
Tajikistan,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2017,43.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017,,,End of fieldwork,,2012-2017,Under 5 years old
Tajikistan,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2012,57.3,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012-2017,Under 5 years old
Tajikistan,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2017,44.6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017,,,End of fieldwork,,2012-2017,Under 5 years old
Tajikistan,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2012,57,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012-2017,Under 5 years old
Tajikistan,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2017,44,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017,,,End of fieldwork,,2012-2017,Under 5 years old
Tajikistan,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2017,9.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017,,,End of fieldwork,,2017,Under 5 years old
Tajikistan,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2017,14.1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017,,,End of fieldwork,,2017,Under 5 years old
Tajikistan,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2017,12.1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017,,,End of fieldwork,,2017,Under 5 years old
Thailand,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2016,77.6,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015-2016,,,End of fieldwork,,2016,Under 5 years old
Thailand,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2016,73.7,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015-2016,,,End of fieldwork,,2016,Under 5 years old
Thailand,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2016,75.6,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015-2016,,,End of fieldwork,,2016,Under 5 years old
Timor-Leste,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2002,8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2002,,,End of fieldwork,,2002-2016,Under 5 years old
Timor-Leste,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2010,41.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2009-2010,,,End of fieldwork,,2002-2016,Under 5 years old
Timor-Leste,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2016,55.5,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2002-2016,Under 5 years old
Timor-Leste,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2002,8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2002,,,End of fieldwork,,2002-2016,Under 5 years old
Timor-Leste,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2010,40.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2009-2010,,,End of fieldwork,,2002-2016,Under 5 years old
Timor-Leste,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2016,55.3,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2002-2016,Under 5 years old
Timor-Leste,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2002,8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2002,,,End of fieldwork,,2002-2016,Under 5 years old
Timor-Leste,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2010,41,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2009-2010,,,End of fieldwork,,2002-2016,Under 5 years old
Timor-Leste,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2016,55.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2002-2016,Under 5 years old
