year,country,ACT,CQ,data type,Region,lat,long,displayName,layerName,layerTitle,value,study Id,site number,site,study start,study end,marker type,tested,present,Mixed present,author,publication year,publication URL,title,notes,pubmed Id,drug,marker group,percentage,included or excluded,PR,Prev_DR,CQ_use
2004,Timor-Leste,NA,NA,NA,SEA,-8.55,125.57,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.068185136,19358729,1,"Dili, Suai",2003,2004,pfcrt 76T,33,32,32,de Almeida A,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2672086&tool=pmcentrez&rendertype=abstract,NA,19358729,Analysis of genetic mutations associated with anti-malarial drug resistance in Plasmodium falciparum from the Democratic Republic of East Timor.,Amodiaquine,pfcrt 76T,100,NA,6.818513572,96.96969697,NA
2005,Timor-Leste,NA,NA,NA,SEA,-8.55,125.57,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.03758505,19358729,2,"Dili, Suai, Liquiça, Same, Viqueque, Lospalos",2004,2005,pfcrt 76T,59,59,59,de Almeida A,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2672086&tool=pmcentrez&rendertype=abstract,NA,19358729,Analysis of genetic mutations associated with anti-malarial drug resistance in Plasmodium falciparum from the Democratic Republic of East Timor.,Amodiaquine,pfcrt 76T,100,NA,3.758504987,100,NA
2004,Togo,NA,NA,NA,West Africa,6.14,1.21,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.278168291,16569231,10,NA,1998,2004,pfcrt 76T,2,2,2,Cojean S,2006,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1448192&tool=pmcentrez&rendertype=abstract,Travellers. Mixed infections excluded. In vit,16569231,Lack of association between putative transporter gene polymorphisms in Plasmodium falciparum and chloroquine resistance in imported malaria isolates from Africa.,Amodiaquine,pfcrt 76T,100,E,27.81682909,100,NA
2004,Uganda,NA,NA,NA,East Africa,-0.82,29.74,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.330575645,16518760,1,Kanungu,2002,2004,pfcrt 76T,80,75,80,Francis D,2006,http://www.ncbi.nlm.nih.gov/pubmed/16518760,Publication compares efficacy by transmission,16518760,Geographic differences in antimalarial drug efficacy in Uganda are explained by differences in endemicity and not by known molecular markers of drug resistance.,Amodiaquine,pfcrt 76T,100,NA,33.0575645,93.75,NA
2004,Uganda,NA,NA,NA,East Africa,0.56,31.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.401494145,16518760,2,Mubende,2002,2004,pfcrt 76T,80,77,80,Francis D,2006,http://www.ncbi.nlm.nih.gov/pubmed/16518760,Publication compares efficacy by transmission,16518760,Geographic differences in antimalarial drug efficacy in Uganda are explained by differences in endemicity and not by known molecular markers of drug resistance.,Amodiaquine,pfcrt 76T,100,NA,40.14941454,96.25,NA
2004,Uganda,NA,NA,NA,East Africa,3.03,30.91,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.400685191,16518760,4,Arua,2002,2004,pfcrt 76T,80,69,77,Francis D,2006,http://www.ncbi.nlm.nih.gov/pubmed/16518760,Publication compares efficacy by transmission,16518760,Geographic differences in antimalarial drug efficacy in Uganda are explained by differences in endemicity and not by known molecular markers of drug resistance.,Amodiaquine,pfcrt 76T,96,NA,40.06851912,86.25,NA
2004,Uganda,NA,NA,NA,East Africa,0.42,33.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.336786389,16518760,3,Jinja,2002,2004,pfcrt 76T,80,78,79,Francis D,2006,http://www.ncbi.nlm.nih.gov/pubmed/16518760,Publication compares efficacy by transmission,16518760,Geographic differences in antimalarial drug efficacy in Uganda are explained by differences in endemicity and not by known molecular markers of drug resistance.,Amodiaquine,pfcrt 76T,99,NA,33.67863894,97.5,NA
2004,Uganda,NA,NA,NA,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.884292662,17562798,0,Tororo,2004,2004,pfcrt 76T,180,180,180,Nsobya SL,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1932488&tool=pmcentrez&rendertype=abstract,Clinical ASAQ data and post-treatment genotyp,17562798,Resistance-mediating Plasmodium falciparum pfcrt and pfmdr1 alleles after treatment with artesunate-amodiaquine in Uganda.,Amodiaquine,pfcrt 76T,100,NA,88.42926621,100,NA
2004,Uganda,NA,NA,NA,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.884292662,16518760,5,Tororo,2002,2004,pfcrt 76T,80,79,80,Francis D,2006,http://www.ncbi.nlm.nih.gov/pubmed/16518760,Publication compares efficacy by transmission,16518760,Geographic differences in antimalarial drug efficacy in Uganda are explained by differences in endemicity and not by known molecular markers of drug resistance.,Amodiaquine,pfcrt 76T,100,NA,88.42926621,98.75,NA
2004,Uganda,NA,NA,NA,East Africa,1.98,32.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.526001155,16518760,6,Apac,2002,2004,pfcrt 76T,346,238,332,Francis D,2006,http://www.ncbi.nlm.nih.gov/pubmed/16518760,Publication compares efficacy by transmission,16518760,Geographic differences in antimalarial drug efficacy in Uganda are explained by differences in endemicity and not by known molecular markers of drug resistance.,Amodiaquine,pfcrt 76T,96,NA,52.60011554,68.78612717,NA
2002,Vanuatu,NA,NA,NA,Oceania,-17.73,168.33,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.006461455,24657918,8,NA,2002,2002,pfcrt 76T,38,38,38,Jovel IT,2014,http://www.ncbi.nlm.nih.gov/pubmed/24657918,NA,24657918,Single nucleotide polymorphisms in Plasmodium falciparum V type H(+) pyrophosphatase gene (pfvp2) and their associations with pfcrt and pfmdr1 polymorphisms.,Amodiaquine,pfcrt 76T,100,I,0.646145456,100,NA
2005,Vanuatu,NA,NA,NA,Oceania,-15.65,167.1,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.034212921,20370920,0,Malo,2005,2005,pfcrt 76T,33,33,33,Kinzer MH,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2853556&tool=pmcentrez&rendertype=abstract,Clinical data with CQ+SP,20370920,"Active case detection, treatment of falciparum malaria with combined chloroquine and sulphadoxine/pyrimethamine and vivax malaria with chloroquine and molecular markers of anti-malarial resistance in the Republic of Vanuatu.",Amodiaquine,pfcrt 76T,100,NA,3.421292081,100,NA
2004,Venezuela,NA,NA,NA,South America,6.98,-61.14,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001681992,20145087,0,Sifontes,2003,2004,pfcrt 76T,89,89,89,Griffing S,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2849383&tool=pmcentrez&rendertype=abstract,Pfcrt and pfmdr1 flanking microsatellites ana,20145087,pfmdr1 amplification and fixation of pfcrt chloroquine resistance alleles in Plasmodium falciparum in Venezuela.,Amodiaquine,pfcrt 76T,100,NA,0.16819922,100,NA
2000,Viet nam,NA,NA,NA,SEA,12.71,108.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000937388,14614668,1,Dac Lac,2000,2000,pfcrt 76T,24,23,23,Huong NM,2003,http://www.ncbi.nlm.nih.gov/pubmed/14614668,Clincal ART+CQ and ART+SP data and in vitro d,14614668,Treatment of uncomplicated falciparum malaria in southern Vietnam: can chloroquine or sulfadoxine-pyrimethamine be reintroduced in combination with artesunate?,Amodiaquine,pfcrt 76T,96,NA,0.09373881,95.83333333,NA
2000,Viet nam,NA,NA,NA,SEA,11.66,106.9,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001460972,12685644,0,Phu Rieng,2000,2000,pfcrt 76T,19,12,12,Ngo T,2003,http://www.ncbi.nlm.nih.gov/pubmed/12685644,Clinical ART data and in vitro data available,12685644,Analysis of pfcrt,Amodiaquine,pfcrt 76T,63,NA,0.146097236,63.15789474,NA
2000,Viet nam,NA,NA,NA,SEA,9.4,105.43,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000351777,14614668,2,Phuoc Long,2000,2000,pfcrt 76T,31,19,19,Huong NM,2003,http://www.ncbi.nlm.nih.gov/pubmed/14614668,Clincal ART+CQ and ART+SP data and in vitro d,14614668,Treatment of uncomplicated falciparum malaria in southern Vietnam: can chloroquine or sulfadoxine-pyrimethamine be reintroduced in combination with artesunate?,Amodiaquine,pfcrt 76T,61,NA,0.035177724,61.29032258,NA
2001,Viet nam,NA,NA,NA,SEA,11.75,106.72,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000670121,19889891,1,Binh Phuoc,2001,2001,pfcrt 76T,82,42,51,Isozumi R,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2812275&tool=pmcentrez&rendertype=abstract,Mixed infections excluded in haplotypes,19889891,Longitudinal survey of Plasmodium falciparum infection in Vietnam: characteristics of antimalarial resistance and their associated factors.,Amodiaquine,pfcrt 76T,62,E,0.067012053,51.2195122,NA
2001,Viet nam,NA,NA,NA,SEA,11.75,106.72,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001222469,19889891,1,Binh Phuoc,2001,2001,pfcrt 76T,82,42,51,Isozumi R,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2812275&tool=pmcentrez&rendertype=abstract,Mixed infections excluded in haplotypes,19889891,Longitudinal survey of Plasmodium falciparum infection in Vietnam: characteristics of antimalarial resistance and their associated factors.,Amodiaquine,pfcrt 76T,62,E,0.12224688,51.2195122,NA
2002,Viet nam,NA,NA,NA,SEA,11.75,106.72,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000388306,19889891,2,Binh Phuoc,2002,2002,pfcrt 76T,100,22,33,Isozumi R,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2812275&tool=pmcentrez&rendertype=abstract,NA,19889891,Longitudinal survey of Plasmodium falciparum infection in Vietnam: characteristics of antimalarial resistance and their associated factors.,Amodiaquine,pfcrt 76T,62,NA,0.038830633,22,NA
2002,Viet nam,NA,NA,NA,SEA,11.75,106.72,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000741998,19889891,2,Binh Phuoc,2002,2002,pfcrt 76T,100,22,33,Isozumi R,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2812275&tool=pmcentrez&rendertype=abstract,NA,19889891,Longitudinal survey of Plasmodium falciparum infection in Vietnam: characteristics of antimalarial resistance and their associated factors.,Amodiaquine,pfcrt 76T,62,NA,0.074199791,22,NA
2004,Viet nam,NA,NA,NA,SEA,11.75,106.72,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000167652,715,5,Binh Phuoc,2004,2004,pfcrt 76T,39,10,12,"Iwagami M, Tangpukdee N, Wilairatana P, Krudsood S, Dao LD, Nakazawa S, Sinuon M, Socheat D, Yasuoka J, Jimba M, Watanabe H, Kobayashi J, Toma H, Vanisaveth V, Hongvanthong B, Brey PT, Kano S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30165262,NA,30165262,Pfcrt genotypes and related microsatellite DNA polymorphisms on Plasmodium falciparum differed among populations in the Greater Mekong Subregion.,Amodiaquine,pfcrt 76T,31,NA,0.016765241,25.64102564,NA
2004,Viet nam,NA,NA,NA,SEA,11.75,106.72,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00033289,715,5,Binh Phuoc,2004,2004,pfcrt 76T,39,10,12,"Iwagami M, Tangpukdee N, Wilairatana P, Krudsood S, Dao LD, Nakazawa S, Sinuon M, Socheat D, Yasuoka J, Jimba M, Watanabe H, Kobayashi J, Toma H, Vanisaveth V, Hongvanthong B, Brey PT, Kano S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30165262,NA,30165262,Pfcrt genotypes and related microsatellite DNA polymorphisms on Plasmodium falciparum differed among populations in the Greater Mekong Subregion.,Amodiaquine,pfcrt 76T,31,NA,0.033289017,25.64102564,NA
2003,Yemen,NA,NA,NA,Asia,13.05,44.88,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.082121141,751,1,"Lahj, Governorate",2002,2003,pfcrt 76T,112,109,110,Reem A Mubjer,2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21854642,NA,21854642,"Molecular markers of anti-malarial drug resistance in Lahj Governorate, Yemen: baseline data and implications.",Amodiaquine,pfcrt 76T,98,NA,8.212114125,97.32142857,NA
2003,Zambia,NA,NA,NA,Southern Africa,-15.42,28.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.11267104,17033142,16,NA,1998,2003,pfcrt 76T,2,2,2,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,100,NA,11.267104,100,NA
2003,Zambia,NA,NA,NA,Southern Africa,-15.42,28.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.11267104,16154388,13,NA,1998,2003,pfcrt 76T,2,2,2,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,100,E,11.267104,100,NA
2003,Côte d'Ivoire,NA,NA,NA,NA,5.32,-4.03,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.674327791,17033142,4,NA,1998,2003,pfcrt 76T,12,7,7,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,58,NA,67.43277907,58.33333333,NA
2003,Côte d'Ivoire,NA,NA,NA,NA,5.32,-4.03,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.674327791,16154388,4,NA,1998,2003,pfcrt 76T,12,7,7,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,58,E,67.43277907,58.33333333,NA
2004,Côte d'Ivoire,NA,NA,NA,NA,5.32,-4.03,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.656896412,16569231,1,NA,1998,2004,pfcrt 76T,5,4,4,Cojean S,2006,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1448192&tool=pmcentrez&rendertype=abstract,Travellers. Mixed infections excluded. In vit,16569231,Lack of association between putative transporter gene polymorphisms in Plasmodium falciparum and chloroquine resistance in imported malaria isolates from Africa.,Amodiaquine,pfcrt 76T,80,E,65.68964124,80,NA
2005,Côte d'Ivoire,NA,NA,NA,NA,5.32,-4.03,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.69503659,20439955,7,NA,2004,2005,pfcrt 76T,4,3,3,Andriantsoanirina V,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2861372&tool=pmcentrez&rendertype=abstract,"In vitro data_x000d_
Travellers",20439955,Association of microsatellite variations of Plasmodium falciparum Na+/H+ exchanger (Pfnhe-1) gene with reduced in vitro susceptibility to quinine: lack of confirmation in clinical isolates from Africa.,Amodiaquine,pfcrt 76T,100,NA,69.50365901,75,NA
2005,Côte d'Ivoire,NA,NA,NA,NA,5.27,-3.59,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.826938629,22904636,1,Bonoua,2005,2005,pfcrt 76T,48,48,48,Ako BA,2012,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3418069/,NA,22904636,Molecular analysis of markers associated with chloroquine and sulfadoxine/pyrimethamine resistance in Plasmodium falciparum malaria parasites from southeastern Côte-d'Ivoire by the time of Artemisinin-based Combination Therapy adoption in 2005.,Amodiaquine,pfcrt 76T,100,NA,82.69386292,100,NA
2005,Côte d'Ivoire,NA,NA,NA,NA,5.29,-3.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.863351822,22904636,2,Samo,2005,2005,pfcrt 76T,44,39,39,Ako BA,2012,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3418069/,Mixed haplotypes in two positions: 4/44,22904636,Molecular analysis of markers associated with chloroquine and sulfadoxine/pyrimethamine resistance in Plasmodium falciparum malaria parasites from southeastern Côte-d'Ivoire by the time of Artemisinin-based Combination Therapy adoption in 2005.,Amodiaquine,pfcrt 76T,89,NA,86.33518219,88.63636364,NA
